"Station","Epiyear","Epiweek","Date","Daily_Rainfall_Total_mm","Highest_30_Min_Rainfall_mm","Highest_60_Min_Rainfall_mm","Highest_120_Min_Rainfall_mm","Mean_Temperature_degC","Maximum_Temperature_degC","Minimum_Temperature_degC","Mean_Wind_Speed_kmh","Max_Wind_Speed_kmh"
"Newton",2019,27,2019-06-30,0,0,0,0,28.2,30.4,26.7,9.7,46.8
"Newton",2019,27,2019-07-01,0,0,0,0,28.8,31.4,27.5,10.4,36.4
"Newton",2019,27,2019-07-02,0,0,0,0,29.1,32.6,27.6,9.4,34.2
"Newton",2019,27,2019-07-03,0,0,0,0,28.6,31.6,25.7,8.3,40.7
"Newton",2019,27,2019-07-04,0,0,0,0,28.9,32.4,27.7,10.1,33.1
"Newton",2019,27,2019-07-05,2.8,2.8,2.8,2.8,28.6,31.9,26.7,11.5,39.6
"Newton",2019,27,2019-07-06,0,0,0,0,28.8,32.7,27.3,10.4,33.5
"Newton",2019,28,2019-07-07,0,0,0,0,28.3,31.1,26.9,7.6,31.7
"Newton",2019,28,2019-07-08,1,0.6,0.8,0.8,28,31.9,24.3,7.6,42.1
"Newton",2019,28,2019-07-09,3.6,1.2,1.8,2.4,27.4,30.5,23.8,7.6,45.4
"Newton",2019,28,2019-07-10,0,0,0,0,28.5,31.6,27,15.5,40.3
"Newton",2019,28,2019-07-11,0,0,0,0,28.6,31.8,27,12.2,38.2
"Newton",2019,28,2019-07-12,0,0,0,0,28.6,32,26.8,10.4,37.1
"Newton",2019,28,2019-07-13,0,0,0,0,28.8,31.8,27.2,10.4,41.8
"Newton",2019,29,2019-07-14,0,0,0,0,28.8,32.7,27.4,10.8,37.4
"Newton",2019,29,2019-07-15,7.2,4,6.4,7.2,26.6,28.2,23.1,7.9,36
"Newton",2019,29,2019-07-16,0,0,0,0,28.1,30.2,26.3,10.8,39.2
"Newton",2019,29,2019-07-17,1,0.8,1,1,28.3,30.8,27.1,11.2,40.7
"Newton",2019,29,2019-07-18,0,0,0,0,28.4,32.4,27,12.6,41.4
"Newton",2019,29,2019-07-19,0,0,0,0,28.5,31.7,27,10.4,34.6
"Newton",2019,29,2019-07-20,0,0,0,0,28.6,33,26.9,9,27.7
"Newton",2019,30,2019-07-21,0,0,0,0,28.4,31.6,27.1,7.2,34.9
"Newton",2019,30,2019-07-22,0,0,0,0,27.8,31.3,26.5,8.3,37.4
"Newton",2019,30,2019-07-23,8.4,6.2,7.2,8,27.1,29.7,23.6,7.6,34.6
"Newton",2019,30,2019-07-24,16.6,15.4,16,16.6,27.6,30.5,22.5,10.4,49
"Newton",2019,30,2019-07-25,0,0,0,0,28.3,31.4,26.9,9.4,29.9
"Newton",2019,30,2019-07-26,0,0,0,0,28.4,32.4,26.5,9.7,31.7
"Newton",2019,30,2019-07-27,0,0,0,0,28.5,32.2,27,10.1,32.8
"Newton",2019,31,2019-07-28,0,0,0,0,28.4,31.3,26.9,11.5,37.8
"Newton",2019,31,2019-07-29,0,0,0,0,28.9,32.1,27,10.4,36.4
"Newton",2019,31,2019-07-30,0,0,0,0,28.6,30.8,27,11.2,44.6
"Newton",2019,31,2019-07-31,0,0,0,0,28.5,31.1,27.3,11.2,46.4
"Newton",2019,31,2019-08-01,0,0,0,0,28.5,31.3,26.9,10.8,45
"Newton",2019,31,2019-08-02,0,0,0,0,28.5,31.6,26.9,11.9,41.8
"Newton",2019,31,2019-08-03,0,0,0,0,28.7,31.9,27,10.8,35.3
"Newton",2019,32,2019-08-04,0,0,0,0,28.2,30.4,26.9,11.2,39.6
"Newton",2019,32,2019-08-05,1.2,1.2,1.2,1.2,28.1,30.6,26.7,10.8,40.7
"Newton",2019,32,2019-08-06,0,0,0,0,28.1,31.3,27,10.4,33.1
"Newton",2019,32,2019-08-07,0,0,0,0,28.3,31.5,26.7,10.1,40.3
"Newton",2019,32,2019-08-08,0,0,0,0,28.2,30.5,26.9,11.5,43.2
"Newton",2019,32,2019-08-09,0,0,0,0,28.2,31.6,26.8,10.8,52.2
"Newton",2019,32,2019-08-10,0,0,0,0,28.4,31.3,26.9,10.8,36.7
"Newton",2019,33,2019-08-11,0,0,0,0,28.5,31.3,26.9,10.4,36.7
"Newton",2019,33,2019-08-12,0,0,0,0,28.6,32.8,27,12.2,36
"Newton",2019,33,2019-08-13,0,0,0,0,28.8,32.3,27,11.9,36
"Newton",2019,33,2019-08-14,0,0,0,0,28.6,31.7,26.9,11.5,40
"Newton",2019,33,2019-08-15,0,0,0,0,28.6,32,27,10.1,45
"Newton",2019,33,2019-08-16,0,0,0,0,29,33,27,10.1,40.3
"Newton",2019,33,2019-08-17,5.6,5.6,5.6,5.6,28.2,32.6,24,11.5,50
"Newton",2019,34,2019-08-18,0,0,0,0,28.6,32.1,27.2,13.7,40.3
"Newton",2019,34,2019-08-19,0,0,0,0,28.5,33.4,26.6,10.4,37.1
"Newton",2019,34,2019-08-20,0,0,0,0,28.6,32.5,27,13,42.1
"Newton",2019,34,2019-08-21,0,0,0,0,28.7,32,27,12.2,40
"Newton",2019,34,2019-08-22,0,0,0,0,28.6,31.9,27,12.2,44.3
"Newton",2019,34,2019-08-23,0,0,0,0,28.7,33.1,27.1,13,42.1
"Newton",2019,34,2019-08-24,0,0,0,0,28.5,32.4,26.6,12.2,41.4
"Newton",2019,35,2019-08-25,0,0,0,0,28.1,31.3,26.6,9.4,35.6
"Newton",2019,35,2019-08-26,3.8,2,2,2,27.6,32.4,24.7,7.6,32
"Newton",2019,35,2019-08-27,20,19.6,20,20,26.7,29.8,24.1,6.5,37.8
"Newton",2019,35,2019-08-28,5.6,5.4,5.4,5.4,26.4,27.3,24.2,6.5,34.9
"Newton",2019,35,2019-08-29,0,0,0,0,28,31,26.1,11.9,41.4
"Newton",2019,35,2019-08-30,11.6,11.4,11.6,11.6,27.7,29.8,23.9,12.2,50.4
"Newton",2019,35,2019-08-31,0,0,0,0,28.2,32.2,26.5,10.4,31.3
"Newton",2019,36,2019-09-01,0,0,0,0,28.5,32.9,26.7,10.1,34.6
"Newton",2019,36,2019-09-02,0.8,0.8,0.8,0.8,28.5,31.6,26.9,10.8,39.2
"Newton",2019,36,2019-09-03,0,0,0,0,28.6,32.2,27.1,11.2,36.7
"Newton",2019,36,2019-09-04,10,7.2,9.6,10,28,30.9,23.4,10.1,45.4
"Newton",2019,36,2019-09-05,0,0,0,0,28.5,32.7,26.7,10.8,34.6
"Newton",2019,36,2019-09-06,0,0,0,0,28.6,32.8,26.7,10.4,30.2
"Newton",2019,36,2019-09-07,0,0,0,0,28.6,32.4,26.7,12.2,37.8
"Newton",2019,37,2019-09-08,0,0,0,0,28.7,32.7,26.7,10.8,36.7
"Newton",2019,37,2019-09-09,0,0,0,0,28.7,32.3,26.7,10.8,35.6
"Newton",2019,37,2019-09-10,0,0,0,0,28.4,31.4,26.8,13.7,37.8
"Newton",2019,37,2019-09-11,0,0,0,0,28.7,33.1,26.6,11.2,33.8
"Newton",2019,37,2019-09-12,0,0,0,0,28.4,32.9,26.6,9.7,37.1
"Newton",2019,37,2019-09-13,0,0,0,0,28.5,32,26.7,9.4,35.3
"Newton",2019,37,2019-09-14,0,0,0,0,27.7,29.1,26.8,9.4,37.1
"Newton",2019,38,2019-09-15,0,0,0,0,28,31.2,26.5,9.7,34.2
"Newton",2019,38,2019-09-16,0,0,0,0,28.2,32.4,26.2,9.4,31.7
"Newton",2019,38,2019-09-17,0,0,0,0,28.4,32.3,26.5,9.7,32.8
"Newton",2019,38,2019-09-18,0,0,0,0,28.5,32.5,27,12.6,38.2
"Newton",2019,38,2019-09-19,0,0,0,0,28.4,31.6,26.9,12.6,38.5
"Newton",2019,38,2019-09-20,0,0,0,0,28.1,31.9,26.7,11.9,35.6
"Newton",2019,38,2019-09-21,0,0,0,0,28.5,33.1,26.2,13.3,40.7
"Newton",2019,39,2019-09-22,0,0,0,0,28.5,32.5,26.1,14.4,40.7
"Newton",2019,39,2019-09-23,0,0,0,0,28,30.8,26.8,10.4,40
"Newton",2019,39,2019-09-24,0,0,0,0,28.8,33.4,26.4,6.8,34.9
"Newton",2019,39,2019-09-25,17,12.4,14.2,16.6,26.5,31.2,23.6,5.4,42.1
"Newton",2019,39,2019-09-26,0,0,0,0,27.9,33.7,24.5,6.5,29.9
"Newton",2019,39,2019-09-27,0,0,0,0,28.8,32.5,27,6.1,33.8
"Newton",2019,39,2019-09-28,0,0,0,0,28.7,33,26.2,5.8,36.4
"Newton",2019,40,2019-09-29,29,14,14.4,28.2,27.4,32.6,23,4.7,41.4
"Newton",2019,40,2019-09-30,9.6,6,8.8,9,26.4,29.5,23.9,5.8,33.8
"Newton",2019,40,2019-10-01,0.6,0.6,0.6,0.6,27.2,29.9,24.9,5.8,37.4
"Newton",2019,40,2019-10-02,1.6,0.6,0.6,1,26.6,32,24.1,5.4,33.1
"Newton",2019,40,2019-10-03,0,0,0,0,27,31.8,23.8,5.4,27.4
"Newton",2019,40,2019-10-04,0.6,0.6,0.6,0.6,27.7,32.5,25.3,6.5,28.1
"Newton",2019,40,2019-10-05,0.2,0.2,0.2,0.2,28,33.6,23.9,9,38.2
"Newton",2019,41,2019-10-06,0,0,0,0,28.2,33.2,25.9,8.3,40.3
"Newton",2019,41,2019-10-07,10,5.8,6.2,6.4,26.9,31.1,23.5,6.1,32.8
"Newton",2019,41,2019-10-08,0,0,0,0,27.3,32.1,25,4.3,32
"Newton",2019,41,2019-10-09,0,0,0,0,28.4,32.4,26,4.7,39.2
"Newton",2019,41,2019-10-10,0,0,0,0,28.1,33.2,25.5,3.6,28.1
"Newton",2019,41,2019-10-11,0,0,0,0,29.1,34.3,25.6,6.5,32.4
"Newton",2019,41,2019-10-12,0,0,0,0,29,34.1,27,5.4,30.2
"Newton",2019,42,2019-10-13,0,0,0,0,28.8,35,26.4,7.2,32.8
"Newton",2019,42,2019-10-14,0,0,0,0,29,34.7,26,6.5,37.4
"Newton",2019,42,2019-10-15,0,0,0,0,29,34.2,26.5,5.8,34.2
"Newton",2019,42,2019-10-16,0,0,0,0,29.2,33.3,26.8,5.8,29.9
"Newton",2019,42,2019-10-17,2.8,2,2.6,2.6,28,30.8,26,4.7,32.8
"Newton",2019,42,2019-10-18,0,0,0,0,27.5,30.3,25.5,5.8,42.8
"Newton",2019,42,2019-10-19,0,0,0,0,28.6,33.4,26.1,7.2,42.1
"Newton",2019,43,2019-10-20,0.4,0.4,0.4,0.4,28.3,33.9,26,6.8,36.4
"Newton",2019,43,2019-10-21,9.4,9.2,9.4,9.4,28.1,32.5,26,5,35.6
"Newton",2019,43,2019-10-22,21.2,14.2,14.4,14.6,25.6,27.5,22.7,5.4,47.9
"Newton",2019,43,2019-10-23,2,1.8,1.8,1.8,26.9,31.6,23.9,4.7,36
"Newton",2019,43,2019-10-24,0,0,0,0,28.1,34.5,25.6,5.4,28.1
"Newton",2019,43,2019-10-25,0,0,0,0,28.9,34.6,26.7,4.7,25.2
"Newton",2019,43,2019-10-26,27.2,22,26.6,26.8,26.9,33.3,23.1,4,30.6
"Newton",2019,44,2019-10-27,28.8,16.8,26,26.4,27.1,34.9,23.8,5.8,33.5
"Newton",2019,44,2019-10-28,0.4,0.2,0.2,0.2,26.6,30.6,24.7,4.7,25.2
"Newton",2019,44,2019-10-29,0,0,0,0,28.5,33.3,25.2,5.4,31
"Newton",2019,44,2019-10-30,0,0,0,0,28.2,33,25.8,5.4,46.1
"Newton",2019,44,2019-10-31,0,0,0,0,28.1,31.5,25.6,4.7,29.5
"Newton",2019,44,2019-11-01,0,0,0,0,27.9,32.3,24.7,8.6,48.6
"Newton",2019,44,2019-11-02,0,0,0,0,29.3,33.3,26.7,6.5,35.3
"Newton",2019,45,2019-11-03,0,0,0,0,27.6,33.2,25.2,6.5,30.6
"Newton",2019,45,2019-11-04,0,0,0,0,28.6,32.2,26,3.6,23
"Newton",2019,45,2019-11-05,21,19,21,21,27.8,30.7,23.9,4.7,33.1
"Newton",2019,45,2019-11-06,0,0,0,0,28.8,33.1,26.5,8.3,36.4
"Newton",2019,45,2019-11-07,0,0,0,0,29.6,34.8,26.7,6.8,32
"Newton",2019,45,2019-11-08,5.8,2.6,3.6,5.6,27.3,30.9,22.8,7.9,47.5
"Newton",2019,45,2019-11-09,0,0,0,0,28.7,34.1,26,5,28.8
"Newton",2019,46,2019-11-10,0,0,0,0,28.9,34.1,24.8,5.8,46.4
"Newton",2019,46,2019-11-11,0,0,0,0,28.7,31.5,27.4,5.4,45.7
"Newton",2019,46,2019-11-12,3.8,3.4,3.8,3.8,27.8,33.3,24.5,5.4,29.2
"Newton",2019,46,2019-11-13,0,0,0,0,28.5,32.7,25.8,4.7,27.7
"Newton",2019,46,2019-11-14,0.6,0.6,0.6,0.6,27.4,29.7,26.2,6.1,31.7
"Newton",2019,46,2019-11-15,0,0,0,0,27.3,30.7,25.2,4.7,32.4
"Newton",2019,46,2019-11-16,0,0,0,0,28.1,32.9,25.5,4.7,20.5
"Newton",2019,47,2019-11-17,0,0,0,0,29.2,34.8,25.9,6.1,30.2
"Newton",2019,47,2019-11-18,0,0,0,0,28.5,35.5,26.4,5,27.7
"Newton",2019,47,2019-11-19,7.2,7.2,7.2,7.2,27.6,32.8,24.5,5,32.4
"Newton",2019,47,2019-11-20,35.4,29.2,31.8,33.6,25.9,29.4,23.6,5.8,33.1
"Newton",2019,47,2019-11-21,0.2,0.2,0.2,0.2,26.3,30.1,24.8,5.8,28.1
"Newton",2019,47,2019-11-22,0.2,0.2,0.2,0.2,26.8,32.9,24.9,5,24.5
"Newton",2019,47,2019-11-23,1.4,1.2,1.4,1.4,26.2,31,24.3,6.1,37.1
"Newton",2019,48,2019-11-24,9.6,8.4,9.4,9.4,26.5,31.8,24.6,5,27.4
"Newton",2019,48,2019-11-25,0,0,0,0,27.8,33.5,24.8,5.4,27.7
"Newton",2019,48,2019-11-26,0,0,0,0,28.2,33.5,25.2,6.8,40.3
"Newton",2019,48,2019-11-27,0.2,0.2,0.2,0.2,27.9,33.8,25.7,6.5,35.6
"Newton",2019,48,2019-11-28,4,2.4,2.6,2.8,27.5,32.5,25.7,5.4,37.1
"Newton",2019,48,2019-11-29,64.4,28.8,39.4,48.8,26.2,31.7,23.7,7.2,41.4
"Newton",2019,48,2019-11-30,0.6,0.6,0.6,0.6,27.4,33,24.9,6.5,36
"Newton",2019,49,2019-12-01,0.2,0.2,0.2,0.2,28.1,34.7,25.2,6.5,28.8
"Newton",2019,49,2019-12-02,30.8,21.4,22.8,24,26.1,32.3,23.1,7.2,42.8
"Newton",2019,49,2019-12-03,0,0,0,0,27.1,30,25.3,9,45.4
"Newton",2019,49,2019-12-04,0.4,0.4,0.4,0.4,27.6,31.5,25.6,9,49
"Newton",2019,49,2019-12-05,0,0,0,0,27.3,30.8,25.8,7.9,39.6
"Newton",2019,49,2019-12-06,0,0,0,0,27.7,32.3,25.3,9.7,47.5
"Newton",2019,49,2019-12-07,0,0,0,0,27.3,29.2,25.9,9.7,47.5
"Newton",2019,50,2019-12-08,0,0,0,0,26,27.8,24.7,7.9,33.1
"Newton",2019,50,2019-12-09,19.6,7.6,11.2,13.4,24.5,26.5,23.2,9.7,42.1
"Newton",2019,50,2019-12-10,12.8,2.8,4.4,6.8,25.1,26.2,23.3,7.2,34.6
"Newton",2019,50,2019-12-11,28,11.4,18.2,23.4,23.8,25.3,22,9.7,39.2
"Newton",2019,50,2019-12-12,0.6,0.4,0.4,0.4,26.7,31.6,23,9.4,43.9
"Newton",2019,50,2019-12-13,37.4,15,15.4,19.4,24.8,28.5,23,7.2,33.5
"Newton",2019,50,2019-12-14,27.2,2.8,4.6,8.2,23.7,25.6,22.8,8.6,29.5
"Newton",2019,51,2019-12-15,43,14.8,19.8,21.6,23.7,24.8,23.1,8.3,27.7
"Newton",2019,51,2019-12-16,0,0,0,0,25.7,30.5,22.7,7.9,27.7
"Newton",2019,51,2019-12-17,11.8,6.8,8,9,NA,NA,NA,8.3,29.2
"Newton",2019,51,2019-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newton",2019,51,2019-12-19,0,0,0,0,NA,NA,NA,7.2,28.8
"Newton",2019,51,2019-12-20,0.4,0.4,0.4,0.4,27,30.6,25.1,8.6,35.3
"Newton",2019,51,2019-12-21,23.2,13.8,15.6,15.6,26.3,30.9,24.7,9.4,32.8
"Newton",2019,52,2019-12-22,0,0,0,0,26.6,30.7,24.3,9,30.2
"Newton",2019,52,2019-12-23,21.8,17.8,20.4,21.8,26.9,33.3,24.5,8.6,36.4
"Newton",2019,52,2019-12-24,0.8,0.8,0.8,0.8,27.1,31.5,25.1,9.7,36.7
"Newton",2019,52,2019-12-25,2.8,2.6,2.8,2.8,27.1,33,24.9,8.6,31
"Newton",2019,52,2019-12-26,0,0,0,0,27.2,30.9,24.7,8.6,37.1
"Newton",2019,52,2019-12-27,0,0,0,0,27.6,32.5,25.1,9,35.3
"Newton",2019,52,2019-12-28,0,0,0,0,27.2,30.6,25.1,9.7,35.3
"Newton",2020,1,2019-12-29,0,0,0,0,27.5,31.7,25.3,9.7,36.4
"Newton",2020,1,2019-12-30,0,0,0,0,27.8,32.8,25.2,9.7,37.8
"Newton",2020,1,2019-12-31,0,0,0,0,27.8,33.5,25.3,10.1,40.3
"Newton",2020,1,2020-01-01,0,0,0,0,27.6,31.7,25.4,10.8,47.5
"Newton",2020,1,2020-01-02,0,0,0,0,27.4,30.7,25.4,10.1,38.2
"Newton",2020,1,2020-01-03,1.8,1.8,1.8,1.8,27.4,30.8,25.7,10.4,45.4
"Newton",2020,1,2020-01-04,1.4,0.8,0.8,0.8,26.8,30.2,25.4,10.4,47.2
"Newton",2020,2,2020-01-05,0,0,0,0,27.5,31.7,24.8,10.4,38.5
"Newton",2020,2,2020-01-06,10.2,5.6,6.8,8.8,26.3,32.2,23.6,11.9,49.7
"Newton",2020,2,2020-01-07,2.6,1,1.2,1.4,25.9,30.2,23.1,11.5,40
"Newton",2020,2,2020-01-08,1.4,1.2,1.2,1.2,27.2,31,25.1,10.8,37.4
"Newton",2020,2,2020-01-09,0,0,0,0,27.5,31.7,25.6,10.8,41
"Newton",2020,2,2020-01-10,2,1.6,1.6,1.6,26.6,31.1,24.9,9.7,36.4
"Newton",2020,2,2020-01-11,0,0,0,0,27.6,31.1,24.7,8.3,25.9
"Newton",2020,3,2020-01-12,5,1.6,3,4.4,27.3,33,25.2,9.4,34.9
"Newton",2020,3,2020-01-13,0,0,0,0,27.3,32.1,24.3,10.4,41
"Newton",2020,3,2020-01-14,0,0,0,0,27.4,32.1,25,10.8,39.6
"Newton",2020,3,2020-01-15,0,0,0,0,27.3,31.4,25.2,10.4,37.8
"Newton",2020,3,2020-01-16,1.6,1.4,1.6,1.6,27.3,32,25.9,10.1,36
"Newton",2020,3,2020-01-17,0,0,0,0,27.9,33.5,25.1,10.1,39.2
"Newton",2020,3,2020-01-18,0.4,0.4,0.4,0.4,27.5,32.5,25.3,9.7,34.2
"Newton",2020,4,2020-01-19,0,0,0,0,27.9,31.2,25.8,10.1,38.5
"Newton",2020,4,2020-01-20,0,0,0,0,27.7,31.3,26.1,9.7,41.4
"Newton",2020,4,2020-01-21,29.2,19.4,20.4,22,25.9,27.2,23.8,11.5,49.7
"Newton",2020,4,2020-01-22,0,0,0,0,27.7,31.3,25.4,10.8,40
"Newton",2020,4,2020-01-23,0,0,0,0,27.8,32.2,25.4,10.8,36
"Newton",2020,4,2020-01-24,0,0,0,0,27.6,32.3,25.2,11.5,41
"Newton",2020,4,2020-01-25,0,0,0,0,27.7,32.8,24.8,10.4,34.9
"Newton",2020,5,2020-01-26,0,0,0,0,28.1,35.4,25.2,9.7,36
"Newton",2020,5,2020-01-27,18,14.6,15.6,17.8,27.2,33.1,25.2,9.7,34.2
"Newton",2020,5,2020-01-28,0,0,0,0,28.2,31.7,26,10.1,29.9
"Newton",2020,5,2020-01-29,71.4,22.8,26,35.6,25.9,32,23.3,10.4,37.4
"Newton",2020,5,2020-01-30,0.2,0.2,0.2,0.2,26.9,32.4,23.3,10.4,37.4
"Newton",2020,5,2020-01-31,0,0,0,0,28,31.9,26.2,10.8,43.9
"Newton",2020,5,2020-02-01,0,0,0,0,27.6,31.2,26,11.9,46.8
"Newton",2020,6,2020-02-02,0,0,0,0,27.3,30.7,25.9,13,48.2
"Newton",2020,6,2020-02-03,0,0,0,0,27.6,31.9,25.2,11.5,40.7
"Newton",2020,6,2020-02-04,0,0,0,0,27.4,31.8,24.9,11.2,37.1
"Newton",2020,6,2020-02-05,0,0,0,0,27.5,32.9,25,11.5,38.2
"Newton",2020,6,2020-02-06,0,0,0,0,27.7,32.3,25.4,11.9,40.7
"Newton",2020,6,2020-02-07,0,0,0,0,27.6,31.8,25.4,12.6,46.8
"Newton",2020,6,2020-02-08,0,0,0,0,27.5,31.4,24.7,11.2,35.3
"Newton",2020,7,2020-02-09,4.6,2.2,2.4,2.4,25.8,29.9,23.1,13,37.8
"Newton",2020,7,2020-02-10,2.4,1.8,2,2.2,26.5,32.6,22.8,10.8,40.3
"Newton",2020,7,2020-02-11,71.6,13,19.6,32.2,26.1,31,23.5,10.1,37.8
"Newton",2020,7,2020-02-12,0,0,0,0,27.4,31.4,24.9,10.4,36.7
"Newton",2020,7,2020-02-13,0,0,0,0,28.1,33.2,26,10.8,34.2
"Newton",2020,7,2020-02-14,0,0,0,0,28.1,33.4,25.8,10.4,39.6
"Newton",2020,7,2020-02-15,0,0,0,0,28.3,34.6,25.2,10.1,31.7
"Newton",2020,8,2020-02-16,2.4,2.4,2.4,2.4,27.9,33.6,25.5,11.2,30.2
"Newton",2020,8,2020-02-17,0,0,0,0,28.3,34.3,25.3,10.8,38.9
"Newton",2020,8,2020-02-18,0,0,0,0,26.9,30.5,24.4,11.5,43.9
"Newton",2020,8,2020-02-19,0.4,0.4,0.4,0.4,27.7,31.8,25.9,12.6,51.5
"Newton",2020,8,2020-02-20,0.4,0.2,0.2,0.2,27.5,31.1,25.5,13.7,48.2
"Newton",2020,8,2020-02-21,14,8,8,8.2,26.4,29.3,23.7,13,53.6
"Newton",2020,8,2020-02-22,2.6,1.6,1.6,2.2,27.2,30.1,24.8,13.3,50.8
"Newton",2020,9,2020-02-23,0,0,0,0,27.6,31.2,25.7,13.7,49.7
"Newton",2020,9,2020-02-24,5,4.6,4.6,4.6,26.6,29.8,24.9,13.7,49.7
"Newton",2020,9,2020-02-25,0,0,0,0,27.8,32,25.2,12.2,39.6
"Newton",2020,9,2020-02-26,0,0,0,0,27.9,32.7,25.3,13.3,40.3
"Newton",2020,9,2020-02-27,0,0,0,0,28.1,32.6,25.6,12.6,39.2
"Newton",2020,9,2020-02-28,0,0,0,0,28,32.4,25.8,12.6,38.9
"Newton",2020,9,2020-02-29,0,0,0,0,27.9,32.4,25.3,12.6,43.9
"Newton",2020,10,2020-03-01,0,0,0,0,28,33.1,25.3,12.2,38.5
"Newton",2020,10,2020-03-02,0,0,0,0,28.1,33.3,25.1,11.9,37.4
"Newton",2020,10,2020-03-03,0,0,0,0,28.1,32.5,25.7,12.2,41.4
"Newton",2020,10,2020-03-04,0,0,0,0,28.2,33.8,26,11.5,41
"Newton",2020,10,2020-03-05,11,10.6,11,11,27.3,30.5,25.6,10.8,36
"Newton",2020,10,2020-03-06,1.6,1.2,1.4,1.4,27.5,31.4,25.1,11.9,34.6
"Newton",2020,10,2020-03-07,20.4,12,19.4,20.2,27.6,34.8,24.3,11.9,42.8
"Newton",2020,11,2020-03-08,0.2,0.2,0.2,0.2,28,33.3,25.7,11.2,32.8
"Newton",2020,11,2020-03-09,0,0,0,0,28.3,33.5,25.6,9.7,29.2
"Newton",2020,11,2020-03-10,1,1,1,1,28.6,33.7,26.2,9.4,30.2
"Newton",2020,11,2020-03-11,1.8,1.6,1.6,1.6,28.5,33.2,26.5,11.5,36.4
"Newton",2020,11,2020-03-12,0,0,0,0,28.6,33.3,26,11.9,39.6
"Newton",2020,11,2020-03-13,0,0,0,0,29,33.8,26.4,11.5,39.6
"Newton",2020,11,2020-03-14,0,0,0,0,28.8,32.9,26.6,10.1,38.2
"Newton",2020,12,2020-03-15,0,0,0,0,29.1,33.8,26.9,10.4,40
"Newton",2020,12,2020-03-16,0,0,0,0,28.6,32.6,26.9,11.5,45
"Newton",2020,12,2020-03-17,0,0,0,0,28.5,32.7,26.1,12.2,40.3
"Newton",2020,12,2020-03-18,0.4,0.4,0.4,0.4,28.3,32.7,26.1,12.2,43.9
"Newton",2020,12,2020-03-19,0,0,0,0,28.1,32.8,25.9,11.2,39.2
"Newton",2020,12,2020-03-20,0,0,0,0,27.9,32,26.3,10.8,37.1
"Newton",2020,12,2020-03-21,2.6,2.4,2.6,2.6,27.6,32.1,25.8,10.4,37.8
"Newton",2020,13,2020-03-22,19.2,12.8,18.8,19.2,27.6,32.1,24.3,11.2,38.9
"Newton",2020,13,2020-03-23,14.6,6.4,11,13.8,26.4,30.2,23.8,11.2,29.2
"Newton",2020,13,2020-03-24,0,0,0,0,28.2,32.9,25.2,10.8,43.2
"Newton",2020,13,2020-03-25,10.8,6.8,10,10.8,28.2,31.3,25.7,10.4,42.5
"Newton",2020,13,2020-03-26,0.6,0.4,0.6,0.6,28.9,33,26.5,11.2,37.8
"Newton",2020,13,2020-03-27,24,19.4,22.6,22.8,28.2,32.7,25.4,11.9,40
"Newton",2020,13,2020-03-28,0,0,0,0,28.5,33.2,25.9,10.4,32.8
"Newton",2020,14,2020-03-29,0,0,0,0,29,33.5,26.5,11.5,36.7
"Newton",2020,14,2020-03-30,0,0,0,0,28.9,34.2,26.3,10.4,34.6
"Newton",2020,14,2020-03-31,0,0,0,0,29.2,34.6,27,10.1,36
"Newton",2020,14,2020-04-01,0,0,0,0,29.2,32.6,26.7,10.2,44.6
"Newton",2020,14,2020-04-02,3.4,2.4,3.2,3.4,28.7,35,25.7,10.4,41.5
"Newton",2020,14,2020-04-03,14.4,5.2,7.6,13.4,27.9,33,23.9,11.3,49.3
"Newton",2020,14,2020-04-04,0,0,0,0,29.3,33.7,26.6,11,39.6
"Newton",2020,15,2020-04-05,0,0,0,0,28.7,34.3,26.2,11.5,47.8
"Newton",2020,15,2020-04-06,35.6,30.2,35.2,35.6,27.7,32.3,23.5,11.9,37.8
"Newton",2020,15,2020-04-07,21,10.8,11,12.6,26.9,32.5,23.2,11,38.2
"Newton",2020,15,2020-04-08,0.2,0.2,0.2,0.2,28.4,33.5,25.2,10.6,29.1
"Newton",2020,15,2020-04-09,0,0,0,0,28.8,33.5,25.9,11.1,45
"Newton",2020,15,2020-04-10,0,0,0,0,28.9,33.3,26.2,10.8,38.2
"Newton",2020,15,2020-04-11,0,0,0,0,28.8,33.6,27.3,10.5,38.2
"Newton",2020,16,2020-04-12,5.8,5.4,5.8,5.8,28.6,32.7,26.6,10.5,38.9
"Newton",2020,16,2020-04-13,15.8,8.2,11.4,15.6,28.1,32.4,23.6,10.9,39.3
"Newton",2020,16,2020-04-14,0,0,0,0,NA,NA,NA,NA,NA
"Newton",2020,16,2020-04-15,0,0,0,0,NA,NA,NA,NA,NA
"Newton",2020,16,2020-04-16,0,0,0,0,29.4,33.9,27.1,10.6,44.6
"Newton",2020,16,2020-04-17,0,0,0,0,29.1,32.1,26.8,10.1,35.6
"Newton",2020,16,2020-04-18,0,0,0,0,29.2,32.7,26.9,11.6,42.4
"Newton",2020,17,2020-04-19,0,0,0,0,29.7,33.5,27.6,11.3,39.6
"Newton",2020,17,2020-04-20,0,0,0,0,29.5,32.9,27.4,11.2,44.3
"Newton",2020,17,2020-04-21,4.8,3,3,3,29,32.5,25.8,10.5,41.5
"Newton",2020,17,2020-04-22,0.6,0.4,0.4,0.4,29.7,34,27.2,10.9,42.8
